playerId,displayName,height,weight,dob,position,origin
2013689718,"Daniher, Joe",200,99,4-Mar-1994,Forward,Calder Cannons
2020704278,"Fullarton, Tom",199,92,23-Feb-1999,Forward,Brisbane Bullets
2014713583,"Gardiner, Darcy",193,92,22-Sep-1995,Defender,Geelong Falcons
2016727589,"Hipwood, Eric",204,90,13-Sep-1997,Forward,Aspley
2011768267,"Lester, Ryan",192,85,26-Aug-1992,Defender,Oakleigh Chargers
2012767797,"Lyons, Jarryd",184,84,22-Jul-1992,Midfield,Sandringham Dragons
2021778288,"Madden, James",186,85,15-Nov-1999,"Defender, Forward",Dublin
2016773696,"Mathieson, Rhys",188,87,10-Jan-1997,"Midfield, Forward",Geelong Falcons
2012775679,"McCarthy, Lincoln",176,84,22-Oct-1993,Forward,Glenelg
2017777675,"McCluggage, Hugh",187,85,3-Mar-1998,Midfield,North Ballarat Rebels
2018777090,"McInerney, Oscar",205,107,10-Jul-1994,"Forward, Ruck",Casey Scorpions
2014774590,"McStay, Daniel",195,100,24-Jun-1995,Forward,Eastern Ranges
2012786162,"Neale, Lachie",177,85,24-May-1993,Midfield,Glenelg
2020806330,"Payne, Jack",197,101,15-Oct-1999,Defender,Lions Academy
2021804686,"Prior, Jaxon",188,79,4-Jun-2001,"Defender, Midfield",West Perth
2009828438,"Rich, Daniel",183,87,7-Jun-1990,Defender,Subiaco Football Club
2020822855,"Robertson, Deven",182,80,30-Jun-2001,Midfield,Perth
2009829652,"Robinson, Mitch",184,90,7-Jun-1989,Midfield,Tassie Devils
2021838158,"Sharp, Harry",183,69,17-Dec-2002,"Defender, Midfield",Gwv Rebels
2018836883,"Starcevich, Brandon",188,88,24-Jul-1999,"Defender, Midfield",East Perth
2012905229,"Zorko, Dayne",175,78,9-Feb-1989,Midfield,Broadbeach
2005667052,"Betts, Eddie",174,74,26-Nov-1986,Forward,Calder Cannons
2012674522,"Casboult, Levi",201,101,15-Mar-1990,"Defender, Forward",Dandenong Stingrays
2020672697,"Cottrell, Matthew",181,72,29-Feb-2000,Defender,Dandenong Stingrays
2014676336,"Cripps, Patrick",195,92,18-Mar-1995,Midfield,East Fremantle
2016678303,"Cuningham, David",185,85,30-Mar-1997,Forward,Oakleigh Chargers
2016676081,"Curnow, Charlie",192,96,3-Feb-1997,Forward,Geelong Falcons
2011679390,"Curnow, Ed",180,85,7-Nov-1989,Midfield,Geelong Falcons
2018682020,"De Koning, Tom",201,92,16-Jul-1999,Ruck,Dandenong Stingrays
2013689598,"Docherty, Sam",187,87,17-Oct-1993,Defender,Gippsland Power
2018682738,"Dow, Paddy",187,83,16-Oct-1999,"Midfield, Forward",Bendigo Pioneers
2021688595,"Durdin, Corey",173,73,14-Apr-2002,"Midfield, Forward",Central District
2017703824,"Fisher, Zac",177,75,15-Jun-1998,"Midfield, Forward",Perth
2018707413,"Fogarty, Lachie",180,76,1-Apr-1999,Forward,Western Jets
2019713093,"Gibbons, Michael",175,75,15-May-1995,Forward,Williamstown
2020723773,"Honey, Josh",184,79,17-Oct-2001,"Midfield, Forward",Western Jets
2010741553,"Jones, Liam",199,97,24-Feb-1991,Defender,Scotch College
2021756692,"Kemp, Brodie",192,82,1-May-2001,Midfield,Bendigo Pioneers
2016756448,"Kennedy, Matthew",188,89,6-Apr-1997,Forward,Collingullie Ashmont Kapooka
2014777536,"Martin, Jack",186,83,29-Jan-1995,Forward,Geraldton
2015775369,"McDonald, Oscar",196,100,18-Mar-1996,Defender,North Ballarat Rebels
2016777178,"McGovern, Mitch",191,93,11-Oct-1994,Forward,Claremont
2017779237,"McKay, Harry",204,99,24-Dec-1997,Forward,Gippsland Power
2006779329,"Murphy, Marc",180,80,19-Jul-1987,Midfield,Oakleigh Chargers
2017786748,"Newman, Nic",187,83,15-Jan-1993,Defender,Frankston
2012787112,"Newnes, Jack",186,82,24-Feb-1993,Midfield,Northern Knights
2018794004,"OBrien, Lochie",184,78,18-Sep-1999,Midfield,Bendigo Pioneers
2020794973,"Owies, Matthew",179,84,19-Mar-1997,Forward,St Kevins
2021803509,"Parks, Luke",189,93,18-Apr-2001,Defender,Glenelg
2017803423,"Petrevski-Seton, Sam",182,78,19-Feb-1998,"Defender, Midfield",Claremont
2016801287,"Pittonet, Marc",202,105,3-Jun-1996,Ruck,Oakleigh Chargers
2013803908,"Plowman, Lachie",193,90,11-Sep-1994,Defender,Calder Cannons
2015839510,"Saad, Adam",178,78,23-Jul-1994,Defender,Coburg
2017832504,"Setterfield, Will",192,87,5-Feb-1998,Midfield,Sandringham Dragons
2016833015,"Silvagni, Jack",194,89,17-Dec-1997,Forward,Oakleigh Chargers
2019833354,"Stocker, Liam",184,83,23-Jan-2000,Defender,Sandringham Dragons
2019878858,"Walsh, Sam",184,80,2-Jul-2000,Midfield,Geelong Falcons
2016871370,"Weitering, Jacob",196,98,23-Nov-1997,Defender,Mt Eliza
2013879070,"Williams, Zac",185,84,20-Sep-1994,"Defender, Midfield",Narrandera
2017878987,"Williamson, Tom",190,85,12-Dec-1998,Defender,North Ballarat Rebels
2012656391,"Adams, Taylor",181,83,20-Sep-1993,Midfield,Geelong Falcons
2021663611,"Bianco, Trent",178,70,20-Jan-2001,"Defender, Midfield",Oakleigh Chargers
2017661572,"Brown, Callum",178,77,27-Apr-1998,Forward,Eastern Ranges
2020663480,"Brown, Tyler",188,77,9-Dec-1999,Midfield,Eastern Ranges
2018675233,"Cameron, Darcy",204,100,18-Jul-1995,Forward,Claremont
2016678001,"Cox, Mason",211,105,14-Mar-1991,Forward,Oklahoma State
2012675021,"Crisp, Jack",190,90,2-Oct-1993,Defender,Murray Bushrangers
2017688313,"Daicos, Josh",178,76,26-Nov-1998,"Midfield, Forward",Oakleigh Chargers
2012693235,"Elliott, Jamie",178,81,21-Aug-1992,"Midfield, Forward",Murray Bushrangers
2021716435,"Ginnivan, Jack",183,77,19-Dec-2002,"Midfield, Forward",Bendigo Pioneers
2009711665,"Greenwood, Levi",181,87,19-Feb-1989,Midfield,Port Adelaide Magpies
2013718586,"Grundy, Brodie",203,100,15-Apr-1994,Ruck,Sturt
2021729247,"Henry, Oliver",186,72,29-Jul-2002,Forward,Geelong Falcons
2012724284,"Hoskin-Elliott, Will",186,82,2-Sep-1993,Forward,Western Jets
2011725789,"Howe, Jeremy",190,86,29-Jun-1990,Defender,Hobart
2020753798,"Keane, Mark",194,92,17-Mar-2000,Defender,
2020753223,"Kelly, Will",194,84,16-Aug-2000,Forward,Oakleigh Chargers
2020769362,"Lynch, Max",200,99,12-Sep-1998,Ruck,Murray Bushrangers
2021775741,"Macrae, Finlay",186,78,13-Mar-2002,"Midfield, Forward",Oakleigh Chargers
2018779988,"Madgen, Jack",192,98,25-Apr-1993,Defender,Mount Gambier
2015777207,"Maynard, Brayden",189,90,20-Sep-1996,Defender,Sandringham Dragons
2008777521,"Mayne, Chris",188,84,2-Nov-1988,"Defender, Midfield",Perth
2021778355,"McCreery, Beau",186,80,19-Apr-2001,Forward,South Adelaide
2018778422,"Mihocek, Brody",192,97,4-Feb-1993,Forward,Port Melbourne
2015778467,"Moore, Darcy",203,100,25-Jan-1996,Defender,Oakleigh Chargers
2018776267,"Murphy, Nathan",190,79,15-Dec-1999,Defender,Sandringham Dragons
2019789839,"Noble, John",180,72,25-Mar-1997,Defender,West Adelaide
2006801835,"Pendlebury, Scott",191,90,7-Jan-1988,Midfield,Gippsland Power
2021805676,"Poulter, Caleb",192,79,12-Oct-2002,"Midfield, Forward",Woodville-West Torrens
2019813547,"Quaynor, Isaac",180,83,15-Jan-2000,Defender,Oakleigh Chargers
2021824683,"Rantall, Jay",184,82,10-Jun-2001,Midfield,GWV Rebels
2010821389,"Roughead, Jordan",200,101,3-Nov-1990,Defender,North Ballarat Rebels
2020829408,"Ruscoe, Trey",190,90,3-Nov-2001,"Defender, Midfield",East Fremantle
2009833817,"Sidebottom, Steele",184,85,2-Jan-1991,"Midfield, Forward",Murray Bushrangers
2018833083,"Sier, Brayden",191,88,12-Dec-1997,Midfield,Northern Knights
2013847724,"Thomas, Josh",178,78,1-Oct-1991,Forward,Redlands Fc
2021849623,"Tohill, Anton",191,85,14-Dec-1999,Forward,
2021878393,"Wilson, Tom",194,77,14-Jun-1997,Forward,Vic Metro
20151001643,"de Goey, Jordan",188,92,15-Mar-1996,"Midfield, Forward",Oakleigh Chargers
2014655392,"Ambrose, Patrick",191,92,1-Sep-1991,Defender,Old Xaverians
2021669724,"Bryan, Nick",202,87,22-Oct-2001,Ruck,Oakleigh Chargers
2020677029,"Cahill, Ned",178,77,11-Jan-2001,"Midfield, Forward",Dandenong Stingrays
2019677166,"Caldwell, Jye",183,82,28-Sep-2000,Midfield,Bendigo Pioneers
2018673109,"Clarke, Dylan",186,85,6-Sep-1998,"Midfield, Forward",Eastern Ranges
2021674111,"Cox, Nik",199,82,15-Jan-2002,"Defender, Forward",Northern Knights
2014673527,"Cutler, Tom",192,92,20-Feb-1995,Midfield,Oakleigh Chargers
2020686068,"Draper, Sam",205,107,28-Sep-1998,Ruck,South Adelaide
2021684001,"Durham, Sam",185,75,9-Jul-2001,"Defender, Midfield",Richmond
2016701470,"Francis, Aaron",192,90,10-Aug-1997,Defender,West Adelaide
2014717758,"Gleeson, Martin",191,84,25-Aug-1994,Defender,North Ballarat Rebels
2018714830,"Guelfi, Matt",184,85,14-Aug-1997,"Defender, Midfield",Claremont
2019727673,"Ham, Brayden",181,70,25-Apr-1999,"Midfield, Forward",Geelong Falcons
2011723674,"Heppell, Dyson",189,84,14-May-1992,"Defender, Midfield",Gippsland Power
2019726583,"Hind, Nick",180,71,19-Aug-1994,Forward,Essendon Vfl
2008723099,"Hooker, Cale",198,103,13-Oct-1988,"Defender, Forward",East Fremantle
2021741376,"Jones, Harry",194,75,25-Feb-2001,Forward,Calder Cannons
2015769089,"Langford, Kyle",191,87,1-Dec-1996,"Midfield, Forward",Northern Knights
2015764273,"Laverde, Jayden",191,91,12-Apr-1996,"Defender, Forward",Western Jets
2016777834,"McDonald-Tipungwuti, Anthony",171,77,22-Apr-1993,Forward,Gippsland Power
2017775567,"McGrath, Andrew",178,83,2-Jun-1998,Midfield,Sandringham Dragons
2014779731,"Merrett, Zach",180,83,3-Oct-1995,Midfield,Sandringham Dragons
2016804522,"Parish, Darcy",181,77,25-Jul-1997,Midfield,Geelong Falcons
2021809035,"Perkins, Archie",185,87,26-Mar-2002,"Midfield, Forward",Sandringham Dragons
2012806200,"Phillips, Andrew",201,98,3-Jul-1991,Ruck,Lauderdale
2016827438,"Redman, Mason",187,87,26-Aug-1997,Defender,Glenelg
2021825839,"Reid, Zach",202,82,2-Mar-2002,Defender,Gippsland Power
2018826450,"Ridley, Jordan",192,91,20-Oct-1998,Defender,Oakleigh Chargers
2012834776,"Shiel, Dylan",182,83,9-Mar-1993,Midfield,Aspendale
2012833121,"Smith, Devon",174,77,20-May-1993,"Midfield, Forward",Geelong Falcons
2016835941,"Snelling, Will",175,70,6-Aug-1997,Forward,West Adelaide
2013833750,"Stewart, James",198,94,4-Mar-1994,"Defender, Forward",Sandringham Dragons
2013833968,"Stringer, Jake",192,95,25-Apr-1994,"Midfield, Forward",Bendigo Pioneers
2021873920,"Waterman, Alec",183,89,19-Aug-1996,Forward,Claremont
2015873891,"Wright, Peter",203,103,8-Sep-1996,"Forward, Ruck",Calder Cannons
2009901367,"Zaharakis, David",180,79,21-Feb-1990,Forward,Northern Knights
2019904747,"Zerk-Thatcher, Brandon",195,86,25-Aug-1998,Defender,Sturt
2014651814,"Acres, Blake",191,90,7-Oct-1995,Midfield,West Perth
2014659159,"Aish, James",183,80,8-Nov-1995,Defender,Norwood
2018667843,"Banfield, Bailey",190,92,26-Feb-1998,Forward,Claremont
2019662031,"Bewley, Brett",185,87,14-Apr-1995,Forward,Williamstown
2015665690,"Blakely, Connor",188,90,2-Mar-1996,Midfield,Swan Districts
2018669647,"Brayshaw, Andrew",184,84,8-Nov-1999,Midfield,Sandringham Dragons
2018676857,"Cerra, Adam",188,84,7-Oct-1999,Midfield,Eastern Ranges
2021673890,"Chapman, Heath",193,81,31-Jan-2002,Defender,West Perth
2010674136,"Colyer, Travis",175,77,24-Aug-1991,Forward,Claremont
2011678952,"Conca, Reece",181,84,12-Aug-1992,Defender,Perth
2017679746,"Cox, Brennan",195,99,13-Aug-1998,Defender,Woodville-West Torrens
2018676565,"Crowden, Mitch",176,84,28-Apr-1999,Forward,Sturt
2017681648,"Darcy, Sean",202,113,12-Jun-1998,"Forward, Ruck",Geelong Falcons
2018682359,"Duman, Taylin",193,83,18-Apr-1998,Defender,Oakleigh Chargers
2020708891,"Frederick, Michael",183,71,17-May-2000,Forward,Eagles
2010704250,"Fyfe, Nat",192,96,18-Sep-1991,"Midfield, Forward",Claremont
2018711847,"Giro, Stefan",175,77,10-Mar-1999,Midfield,Norwood
2015725767,"Hamling, Joel",194,92,9-Apr-1993,Defender,Claremont
2020729143,"Henry, Liam",179,67,28-Aug-2001,"Midfield, Forward",Claremont
2015723338,"Hughes, Ethan",188,89,7-Dec-1994,Defender,Swan Districts
2014767105,"Lobb, Rory",206,106,9-Feb-1993,"Forward, Ruck",Swan Districts
2017763635,"Logue, Griffin",193,101,13-Apr-1998,Defender,Swan Districts
2021775615,"Meek, Lloyd",203,111,22-Apr-1998,Ruck,Gwv Rebels
2005777934,"Mundy, David",193,94,20-Jul-1985,Midfield,Murray Bushrangers
2015804220,"Pearce, Alex",201,101,9-Jun-1995,Defender,Devonport
2017821854,"Ryan, Luke",187,92,6-Feb-1996,Defender,Coburg
2019836646,"Schultz, Lachie",178,78,30-Nov-1997,Forward,Williamstown
2020833845,"Serong, Caleb",178,83,9-Feb-2001,Midfield,Gippsland Power
2020834823,"Sturt, Sam",189,72,12-May-2000,Forward,Dandenong Stingrays
2018835969,"Switkowski, Sam",179,74,20-Nov-1996,Forward,Box Hill Hawks
2013841110,"Taberner, Matthew",198,99,17-Jun-1993,Forward,Murray Bushrangers
2021849113,"Treacy, Josh",193,94,4-Aug-2002,"Forward, Ruck",Bendigo Pioneers
2016849998,"Tucker, Darcy",184,83,23-Jan-1997,"Defender, Midfield",North Ballarat Rebels
2021872846,"Walker, Brandon",183,75,17-Oct-2002,Defender,East Fremantle
2009873507,"Walters, Michael",178,78,7-Jan-1991,"Midfield, Forward",Swan Districts
2020879167,"Watson, Tobe",190,83,3-Dec-1997,Defender,Swan Districts
2021879057,"Western, Joel",171,64,12-Oct-2002,Midfield,Claremont
2012871731,"Wilson, Nathan",185,81,7-Jan-1993,Defender,WA
2020891340,"Young, Hayden",188,82,11-Apr-2001,Defender,Dandenong Stingrays
2017651121,"Ainsworth, Ben",178,77,10-Feb-1998,Forward,Gippsland Power
2020653600,"Anderson, Noah",188,86,17-Feb-2001,Midfield,Oakleigh Chargers
2015652891,"Atkins, Rory",186,85,12-Jul-1994,Midfield,Calder Cannons
2018666487,"Ballard, Charlie",195,91,23-Jul-1999,Defender,Sturt
2017663348,"Bowes, Jack",187,85,26-Jan-1998,Defender,Cairns
2017664185,"Brodie, Will",189,89,23-Aug-1998,"Midfield, Forward",Murray Bushrangers
2020666381,"Budarick, Connor",175,72,6-Apr-2001,"Midfield, Forward",Gold Coast Academy
2019661033,"Burgess, Chris",191,82,26-Nov-1995,Defender,
2016673744,"Collins, Sam",194,98,15-Jun-1994,Defender,Box Hill Hawks
2019672117,"Corbett, Josh",190,90,23-Apr-1996,Forward,Werribee Tigers
2021689563,"Davies, Alex",191,85,18-Mar-2002,Midfield,Gold Coast Academy
2011685784,"Day, Sam",197,104,6-Sep-1992,Forward,Sturt
2012694309,"Ellis, Brandon",181,82,3-Aug-1993,Midfield,Calder Cannons
2020702883,"Farrar, Jy",191,79,7-Dec-1996,Forward,Scotch OC
2016702492,"Fiorini, Brayden",186,82,22-Aug-1997,Midfield,Northern Knights
2020702940,"Flanders, Sam",182,81,24-Jul-2001,"Midfield, Forward",Gippsland Power
2019718127,"Graham, Caleb",195,92,12-Sep-2000,Defender,Gold Coast Academy
2017716174,"Greenwood, Hugh",191,92,6-Mar-1992,"Midfield, Forward",Perth Wildcats
2007728751,"Harbrow, Jarrod",178,73,18-Jul-1988,Defender,Murray Bushrangers
2014721524,"Holman, Nick",189,87,29-May-1995,Forward,Central District
2021743503,"Jeffrey, Joel",192,78,12-Mar-2002,Defender,Gold Coast Academy
2019755490,"King, Ben",202,87,7-Jul-2000,Forward,Sandringham Dragons
2014766983,"Lemmens, Sean",184,84,2-Nov-1994,"Defender, Forward",Port Adelaide
2019762758,"Lukosius, Jack",195,83,9-Aug-2000,"Defender, Forward",Woodville-West Torrens
2016775553,"Macpherson, Darcy",174,78,29-Oct-1997,Forward,Northern Knights
2016772457,"Markov, Oleg",188,82,8-May-1996,Defender,North Adelaide
2015778053,"Miller, Touk",178,83,22-Feb-1996,Midfield,Calder Cannons
2018804468,"Powell, Wil",185,76,26-Aug-1999,Defender,Claremont
2020825672,"Rankine, Izak",179,76,23-Apr-2000,Forward,West Adelaide
2021829998,"Rosas, Malcolm",175,70,27-Jun-2001,Forward,NT Thunder
2020827213,"Rowell, Matt",178,74,1-Jul-2001,Midfield,Oakleigh Chargers
2012836288,"Sexton, Alex",186,83,3-Dec-1993,Forward,Redland
2020833450,"Sharp, Jeremy",187,79,13-Aug-2001,Midfield,East Fremantle
2011839963,"Smith, Zac",206,105,22-Feb-1990,Ruck,QLD Soccer
2011834993,"Swallow, David",185,87,19-Nov-1992,Midfield,East Fremantle
2012849499,"Townsend, Jacob",187,89,20-Jun-1993,Forward,Leeton
2015876388,"Weller, Lachie",181,81,23-Feb-1996,"Midfield, Forward",Southport
2013871743,"Witts, Jarrod",209,111,13-Sep-1992,Ruck,Sydney University
2019659412,"Atkins, Tom",180,86,18-Sep-1995,Forward,Geelong
2014668825,"Bews, Jed",186,88,14-Dec-1993,Defender,Geelong Falcons
2013661585,"Blicavs, Mark",198,100,28-Mar-1991,"Defender, Midfield",Geelong Vfl
2012671758,"Cameron, Jeremy",196,96,1-Apr-1993,Forward,Dartmore
2019674146,"Clark, Jordan",185,78,16-Oct-2000,Midfield,Claremont
2020672557,"Close, Brad",181,68,30-Jul-1998,"Midfield, Forward",Glenelg
2019679706,"Constable, Charlie",191,86,18-May-1999,Midfield,Sandringham Dragons
2011684234,"Dahlhaus, Luke",179,77,21-Aug-1992,Forward,Geelong Falcons
2008681760,"Dangerfield, Patrick",189,92,5-Apr-1990,"Midfield, Forward",Geelong Falcons
2021689846,"De Koning, Sam",200,85,26-Feb-2001,Defender,Dandenong Stingrays
2010681330,"Duncan, Mitch",188,88,10-Jun-1991,Midfield,East Perth
2021698799,"Evans, Francis",182,78,23-Aug-2001,Forward,Calder Cannons
2011716859,"Guthrie, Cameron",187,86,19-Aug-1992,Midfield,Calder Cannons
2017711451,"Guthrie, Zach",187,76,30-Jun-1998,"Defender, Midfield",Calder Cannons
2007724084,"Hawkins, Tom",198,103,21-Jul-1988,Forward,Melbourne Grammar
2008721800,"Henderson, Lachie",196,98,14-Dec-1989,Defender,Geelong Falcons
2018726120,"Henry, Jack",191,92,29-Aug-1998,Defender,Geelong Falcons
2006722851,"Higgins, Shaun",184,89,4-Mar-1988,"Midfield, Forward",Geelong Falcons
2021723612,"Holmes, Max",189,74,29-Aug-2002,"Midfield, Forward",Sandringham Dragons
2012743763,"Jenkins, Josh",200,108,8-Feb-1989,Forward,Frankston
2015755425,"Kolodjashnij, Jake",193,94,9-Aug-1995,Defender,Launceston
2021754613,"Kreuger, Nathan",196,88,25-Jun-1999,Forward,South Adelaide
2016776590,"Menegola, Sam",189,89,7-Mar-1992,Midfield,Subiaco
2019776865,"Miers, Gryan",178,78,30-Mar-1999,Forward,Geelong Falcons
2018788777,"Narkle, Quinton",181,80,3-Dec-1997,Midfield,Perth
2017798614,"OConnor, Mark",191,87,17-Jan-1997,"Defender, Midfield",Ireland
2017807670,"Parfitt, Brandan",180,79,27-Apr-1998,"Midfield, Forward",Nt Thunder
2018829920,"Ratugolea, Esava",197,102,24-Jul-1998,"Forward, Ruck",Murray Bushrangers
2010827761,"Rohan, Gary",189,92,7-Jun-1991,Forward,Geelong Falcons
2007835833,"Selwood, Joel",183,84,26-May-1988,Midfield,Bendigo
2017831987,"Simpson, Sam",180,68,14-Jun-1998,Forward,Geelong Falcons
2011833883,"Smith, Isaac",188,83,30-Dec-1988,"Midfield, Forward",North Ballarat Rebels
2010834704,"Stanley, Rhys",200,102,1-Dec-1990,Ruck,West Adelaide
2017836998,"Stewart, Tom",190,88,15-Mar-1993,Defender,Geelong Vfl
2011849258,"Tuohy, Zach",187,93,10-Dec-1989,"Defender, Midfield","County Laois, Ireland"
2020651147,"Ash, Lachie",186,80,21-Jun-2001,"Defender, Midfield",Murray Bushrangers
2021665802,"Briggs, Kieren",200,103,6-Oct-1999,"Defender, Forward",Pennant Hills
2021667039,"Brown, Callum",188,91,15-Aug-2000,Defender,County Derry
2021661243,"Bruhn, Tanner",183,74,27-May-2002,Midfield,Geelong Falcons
2020666559,"Buckley, Jack",193,87,17-Dec-1997,"Midfield, Forward",Swans Academy
2012664999,"Buntine, Matt",189,84,19-Oct-1993,"Defender, Forward",Dandenong Stingrays
2012675967,"Coniglio, Stephen",182,86,15-Dec-1993,Midfield,Swan Districts
2018671956,"Cumming, Isaac",184,83,11-Aug-1998,Defender,Broken Hill
2018682126,"Daniels, Brent",170,74,9-Mar-1999,Forward,Bendigo Pioneers
2010684139,"Davis, Phil",197,96,30-Aug-1990,Defender,North Adelaide
2017708800,"Finlayson, Jeremy",196,93,9-Feb-1996,Forward,Hills Eagles
2021706816,"Flynn, Matt",200,103,13-Sep-1997,Ruck,Narrandera
2020719374,"Green, Tom",188,85,23-Jan-2001,Midfield,GWS Giants Academy
2012717773,"Greene, Toby",182,83,25-Sep-1993,Forward,Oakleigh Chargers
2012726893,"Haynes, Nick",193,90,18-May-1992,Defender,Dandenong Stingrays
2019723393,"Hill, Bobby",175,66,9-Feb-2000,Forward,Perth
2016723009,"Himmelberg, Harry",194,92,8-May-1996,Forward,Mangoplah Cookardinia United Eastlakes
2015723350,"Hogan, Jesse",195,100,12-Feb-1995,Forward,Claremont
2016727433,"Hopper, Jacob",187,87,6-Feb-1997,Midfield,North Ballarat Rebels
2019735732,"Idun, Connor",191,91,29-Jul-2000,Defender,Geelong Falcons
2011752234,"Keeffe, Lachlan",204,102,14-Apr-1990,Defender,Queensland Under 18s
2014752713,"Kelly, Josh",184,83,12-Feb-1995,"Midfield, Forward",Sandringham Dragons
2012758114,"Kennedy, Adam",182,80,12-Jul-1992,Midfield,Western Jets
2017765543,"Lloyd, Daniel",187,85,18-Feb-1992,Forward,Killarney Vale
2008773839,"Mumford, Shane",197,105,5-Jul-1986,Ruck,Geelong
2020795814,"OHalloran, Xavier",186,84,11-Jul-2000,Midfield,Western Jets
2021802858,"Peatling, James",182,73,21-Aug-2000,"Defender, Midfield",GWS Giants Academy
2017805026,"Perryman, Harry",184,80,19-Dec-1998,Midfield,Collingullie
2008827999,"Reid, Sam",188,85,7-Nov-1989,Defender,Uws Giants
2020827511,"Riccardi, Jake",195,92,7-Nov-1999,Forward,Werribee Tigers
2018835317,"Shipley, Nick",188,95,25-Jun-1999,Midfield,GWS Giants Academy
2019834419,"Sproule, Zach",197,92,12-May-1998,Forward,Albury
2019837061,"Stein, Jake",195,95,17-Jan-1994,Defender,Penrith
2021833557,"Stone, Conor",188,81,22-Apr-2002,Forward,Oakleigh Chargers
2017848621,"Taranto, Tim",187,87,28-Jan-1998,Midfield,Sandringham Dragons
2018845175,"Taylor, Sam",196,93,5-May-1999,Defender,Swan Districts
2008879369,"Ward, Callan",187,84,10-Apr-1990,Midfield,Western Jets
