Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.1747817993164,..,..,..,..,..,..,..,99.3839416503906,..,99.6821517944336,99.692626953125,99.704963684082,99.7028579711914,99.7168197631836,99.7196578979492,99.7171401977539,99.7195510864258,99.7219924926758,..,99.7267532348633,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.5910911560059,..,..,..,..,..,..,..,..,..,76.9323196411133,..,..,..,..,..,..,..,..,..,83.5574188232422,..,..,..,..,..,..,..,..,89.0104370117188,90.6999969482422,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9716300964355,..,..,..,..,..,..,..,..,..,25.8389797210693,..,..,..,..,..,..,..,..,..,40.8233489990234,..,..,..,..,..,43.7408485412598,..,..,..,55.1194381713867,54.2360382080078,57.7890014648438,57.8609313964844,62.2529907226563,69.8972091674805,70.0857009887695,71.1819381713867,71.9483871459961,72.0047836303711,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,99.2515563964844,..,..,..,..,..,..,..,..,..,99.5,..,..,..,99.5999984741211,..,..,..,..,..,..,..,..,..,99.5999984741211,..,..,..,..,..,..,..,..,..,99.5999984741211,..,..,..,..,..,..,..,..,..,99.5999984741211,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.6282196044922,..,..,..,..,..,..,..,..,..,99.4197235107422,..,..,..,..,..,..,..,..,..,99.4939880371094,..,..,..,..,..,..,..,..,..,99.8765106201172,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.3283920288086,..,..,..,..,..,..,..,..,77.1227264404297,81.3000030517578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.53896045684814,..,..,..,..,..,..,..,..,..,..,..,..,16.5651206970215,..,..,..,..,..,..,..,..,..,23.3001403808594,..,..,..,18.4429092407227,..,..,..,..,..,22.093879699707,..,..,..,..,..,31.0716495513916,..,..,35
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6806602478027,..,..,..,..,..,..,45.2045097351074,..,..,..,..,57.0836181640625,..,..,..,62.8199996948242
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.3746490478516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.3132171630859,..,..,..,..,..,..,..,..,80.6543807983398,..,..,..,..,..,85.9859390258789,86.8317489624023,86.8214569091797,..,88.0802001953125,91.8732681274414,..,..,88.5828628540039,..,..,..,..,90.5025863647461,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.9593276977539,..,..,..,..,..,..,..,..,94.3599395751953,..,..,..,..,..,..,..,..,..,..,96.8037109375,..,94.9104919433594,..,..,..,..,..,..,..,96.8600006103516
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.2992401123047,..,..,..,..,..,..,..,..,..,..,..,81.8079528808594,..,..,..,..,..,..,..,..,..,87.4512100219727,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.8531494140625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.5000534057617,..,..,..,88.8061294555664,..,89.8555908203125,90.2280120849609,90.2195510864258,90.4112167358398,90.6817016601563,91.6331481933594,91.6249008178711,91.7649612426758,92.0605163574219,92.3437881469727,93.0212020874023,93.2437133789063,93.4250717163086,..,..,94.5
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.8418273925781,..,..,..,..,..,..,..,..,..,82.4613571166992,..,..,..,..,..,..,..,..,..,90.1615524291992,..,..,..,..,..,..,..,..,..,94.6524810791016,..,..,..,..,..,..,96.3012619018555,..,..,96.8600006103516
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7064895629883,..,..,..,..,..,..,..,..,..,97.9839019775391,..,..,..,..,..,..,..,..,..,98.1699981689453
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.39058995246887,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.22542953491211,..,..,..,..,8.05797958374023,..,..,..,..,..,..,15.1887702941895,..,16.6222400665283,16.291130065918,21.0272197723389,..,..,..,..,..,..,26.2202491760254,..,..,..,31.0440807342529,..,..,37.810001373291
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.983570098877,..,..,..,..,..,..,..,..,..,..,27.5293006896973,..,..,..,..,..,..,..,..,..,52.2377586364746,..,..,..,..,..,..,..,43.1571884155273,..,..,..,..,..,54.641658782959,..,..,61.223690032959,..,..,..,68.379997253418
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9986190795898,..,..,..,..,..,..,..,..,..,69.4445571899414,..,..,..,..,..,..,..,..,..,..,..,80.496223449707,..,..,82.0422210693359,..,..,..,..,..,87.4000015258789
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9925003051758,..,..,..,..,..,64.0509872436523,..,..,..,69.5864105224609,69.109016418457,..,..,..,..,71.7817993164063,75.0338668823242,..,..,..,..,..,79.7699966430664
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.1161308288574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.7217597961426,..,..,..,..,..,..,63.0220603942871,..,..,64.7994995117188,..,..,..,..,..,..,..,71.5862731933594,..,73.120002746582,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.5119400024414,88.5605697631836,88.8386306762695,89.0841674804688,89.3293685913086,89.631217956543,89.490608215332,90.2768707275391,90.6348495483398,90.8920135498047,91.1376800537109,91.3647766113281,91.6280899047852,91.7842025756836,92.4452362060547,92.6752014160156,92.8670806884766,92.9453125,92.996696472168,92.7789001464844,92.448112487793,92.4574508666992,92.5996627807617,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0214767456055,..,..,..,..,..,..,..,..,..,99.0214767456055,..,..,..,99.0214767456055
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.39958000183105,..,..,..,..,..,..,..,..,..,..,..,..,20.3368797302246,..,..,..,..,..,..,..,..,..,..,..,35.290901184082,..,..,..,..,..,..,..,..,..,24.355489730835,..,..,..,..,..,..,..,25.7563800811768,..,26.2000007629395,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.2844696044922,96.3281936645508,96.3709106445313,96.4714431762695,96.5305480957031,96.5779800415039,96.6466903686523,96.8444213867188,96.9766998291016,97.1114120483398,97.2316589355469,97.3419799804688,97.4440689086914,97.5539932250977,97.6638412475586,97.7666625976563,97.8556976318359,98.0732879638672,98.0413665771484,98.0838088989258,98.1649703979492,98.2543869018555,98.3073577880859,98.3732833862305,98.4382705688477,98.4496002197266,98.5024490356445,98.5735702514648,98.8904037475586,98.9467010498047,98.9976577758789,99.0310363769531,99.0527420043945,99.0835266113281,99.1130523681641,99.1524810791016,99.1790771484375,99.2041778564453,99.2302398681641,99.2557220458984,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.59182977676392,..,..,..,..,..,..,12.7964200973511,..,..,..,17.9805793762207,..,..,..,..,..,..,..,..,..,..,13.9334096908569,13.9552297592163,..,..,..,..,18.2299995422363
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.8001174926758,..,..,..,..,..,..,..,..,..,94.0367126464844,..,..,..,..,..,..,..,..,..,95.6409301757813,..,..,..,..,..,97.742057800293,97.4008331298828,..,96.5307083129883,..,96.161750793457,..,96.7439575195313,..,96.3340225219727,..,..,..,96.9800033569336
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.1368103027344,..,..,..,..,..,..,..,68.0720825195313,..,..,..,..,..,..,..,..,..,86.5266036987305,..,..,..,..,..,..,..,..,..,92.7112274169922,..,..,..,..,..,..,..,95.1593322753906,..,95.6100006103516,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.1479034423828,..,..,91.3140029907227,..,..,..,..,..,..,..,92.7146301269531,92.911247253418,92.2205963134766,92.8456192016602,93.4353713989258,93.4151306152344,93.4867935180664,93.6671295166016,..,..,94.4846572875977,94.4158172607422,94.8902206420898,..,95.3189163208008,95.4690322875977,95.8750610351563,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.3176193237305,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.4590187072754,..,..,..,..,..,..,..,..,..,..,..,42.6372909545898,..,..,..,..,..,52.9563903808594,..,..,56.939998626709
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.0609016418457,..,..,..,..,..,46.1042518615723,..,..,..,..,62.9186401367188,..,..,..,66.4999771118164,..,..,..,..,70.7600021362305
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.0013389587402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4807662963867,..,..,..,..,..,72.8770599365234,..,..,..,..,..,..,74.6187591552734,..,..,75.370002746582
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.5771331787109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0807876586914,..,..,..,..,..,..,..,..,..,..,97.5004119873047,..,..,..,..,..,..,97.924430847168,..,..,98.0999984741211
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.433780670166,..,..,..,..,..,..,..,..,..,28.4766693115234,..,38.6145095825195,..,..,..,..,..,..,..,..,..,..,..,30.4617195129395,..,36.7842483520508,..,..,..,..,86.7412490844727,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.8172225952148,..,..,..,..,..,..,..,..,..,97.0839004516602,..,..,..,..,..,..,..,..,..,98.6659088134766,..,..,..,..,..,..,..,..,..,99.2399978637695
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7909164428711,..,..,..,..,..,..,..,..,..,99.7998809814453,..,..,..,..,..,..,..,..,99.7171478271484
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.0017776489258,..,..,..,..,..,..,..,..,95.0796585083008,..,..,..,..,..,..,..,..,..,98.1162261962891,..,..,..,..,..,..,..,..,..,99.1500015258789
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
